,일련번호,시군구,읍면동리,지번구분,본번지,부번지,시도명,시군구명,읍면,동리,지번,지목,면적,용도지역1,용도지역2,이용상황,주위환경,지세명,형상명,도로교통,공시지가,지리적위치1,지리적위치2
109386,2025,41220,25326,1,326,0,경기도,평택시,안중읍,용성리,326,전,296.0,계획관리지역,,전,마을주변 농경지대,평지,부정형,세로(가),86000,설창마을내,
109387,2026,41220,25326,1,339,0,경기도,평택시,안중읍,용성리,339,대,814.0,계획관리지역,,단독주택,읍소재지내 농촌지대,평지,부정형,세로(가),133000,설창마을내,
109388,2027,41220,25326,1,393,0,경기도,평택시,안중읍,용성리,393,답,2235.0,농림지역,,답,순수 농경지대,평지,부정형,세로(가),47000,설창마을,남서측인근
109389,2028,41220,25326,1,422,3,경기도,평택시,안중읍,용성리,422-3,답,2152.0,보전관리지역,,답,산간 농경지대,평지,사다리형,맹지,48000,안중휴게소,북측근거리
109390,2029,41220,25326,1,460,0,경기도,평택시,안중읍,용성리,460,전,444.0,보전관리지역,,답,순수 농경지대,평지,사다리형,세로(가),43000,설창마을,북동측인근
109391,2030,41220,25326,1,518,4,경기도,평택시,안중읍,용성리,518-4,전,396.0,계획관리지역,,전,마을주변 농경지대,평지,부정형,세로(가),154000,청룡마을내,
109392,2031,41220,25326,1,520,6,경기도,평택시,안중읍,용성리,520-6,답,2307.0,생산관리지역,,답,마을주변 농경지대,평지,부정형,중로한면,205000,청룡마을,북측인근
109393,2032,41220,25326,1,530,4,경기도,평택시,안중읍,용성리,530-4,대,1063.0,계획관리지역,,단독주택,국도주변 농촌지대,평지,부정형,세로(가),178000,청룡마을내,
109394,2033,41220,25326,1,550,0,경기도,평택시,안중읍,용성리,550,답,2129.0,농림지역,,답,마을주변 농경지대,평지,부정형,맹지,50000,청룡마을,동측인근
109395,2034,41220,25326,1,570,6,경기도,평택시,안중읍,용성리,570-6,공장용지,4600.0,계획관리지역,,공업용,소규모 공장지대,평지,부정형,소로한면,292000,청룡마을,동측인근
109396,2035,41220,25326,1,571,16,경기도,평택시,안중읍,용성리,571-16,전,1502.0,생산관리지역,,전,마을주변 농경지대,완경사지,사다리형,세로(불),82000,대죽마을,북측인근
109397,2036,41220,25326,1,577,1,경기도,평택시,안중읍,용성리,577-1,전,767.0,생산관리지역,,답,마을주변 농경지대,평지,부정형,소로한면,155000,청룡마을,남동측인근
109398,2037,41220,25326,1,595,0,경기도,평택시,안중읍,용성리,595,답,1592.0,농림지역,,답,마을주변 경지정리지대,평지,세로장방형,세로(가),114000,청룡마을,서측인근
109399,2038,41220,25326,1,624,0,경기도,평택시,안중읍,용성리,624,전,2132.0,생산관리지역,,전,마을주변 농경지대,평지,사다리형,세로(가),116000,청룡마을내,
109400,2039,41220,25326,1,647,1,경기도,평택시,안중읍,용성리,647-1,답,2638.0,농림지역,,답,국도주변 경지정리지대,평지,세로장방형,세로(가),46000,원금곡마을,북측인근
109401,2040,41220,25326,1,724,2,경기도,평택시,안중읍,용성리,724-2,답,3947.0,농림지역,,답,국도주변 경지정리지대,저지,사다리형,중로한면,144000,원금곡마을,북서측인근
109402,2041,41220,25326,1,734,0,경기도,평택시,안중읍,용성리,734,답,5468.0,농림지역,,답,순수 농경지대,평지,부정형,맹지,47000,원금곡마을,북서측인근
109403,2042,41220,25326,2,33,6,경기도,평택시,안중읍,용성리,산33-6,임야,11980.0,계획관리지역,,자연림,마을주변 야산지대,완경사지,부정형,세로(가),85000,강길마을,북동측인근
109404,2043,41220,25326,2,85,6,경기도,평택시,안중읍,용성리,산85-6,임야,7441.0,보전관리지역,,자연림,마을주변 야산지대,완경사지,사다리형,맹지,42000,오뚜기식품(주),남서측인근
109405,2044,41220,25326,2,93,0,경기도,평택시,안중읍,용성리,산93,임야,11802.0,농림지역,,자연림,마을주변 야산지대,완경사지,부정형,맹지,34000,설창마을,북서측인근
109406,2045,41220,25326,2,125,0,경기도,평택시,안중읍,용성리,산125,임야,7339.0,보전관리지역,,자연림,마을주변 야산지대,완경사지,부정형,맹지,39000,설창마을,남서측인근
109407,2046,41220,25327,1,25,0,경기도,평택시,안중읍,덕우리,25,답,3233.0,농림지역,,답,마을주변 농경지대,평지,사다리형,세로(불),50000,설창마을,남서측근거리
109408,2047,41220,25327,1,29,0,경기도,평택시,안중읍,덕우리,29,전,1772.0,보전관리지역,,답,산간 농경지대,평지,사다리형,맹지,50000,설창마을,남서측근거리
109409,2048,41220,25327,1,53,0,경기도,평택시,안중읍,덕우리,53,답,4331.0,농림지역,,답,순수 농경지대,평지,부정형,세로(가),55000,원덕우마을,남서측인근
109410,2049,41220,25327,1,78,0,경기도,평택시,안중읍,덕우리,78,전,1081.0,보전관리지역,,전,산간 농경지대,완경사지,부정형,맹지,70000,원덕우마을,남측근거리
109411,2050,41220,25327,1,82,14,경기도,평택시,안중읍,덕우리,82-14,임야,3202.0,생산관리지역,,전,산간 농경지대,평지,세로장방형,맹지,81000,원덕우마을,남측근거리
109412,2051,41220,25327,1,83,2,경기도,평택시,안중읍,덕우리,Feb-83,잡종지,1648.0,농림지역,,공업용,소규모 공장지대,평지,사다리형,소로한면,284000,원덕우마을,남서측근거리
109413,2052,41220,25327,1,83,14,경기도,평택시,안중읍,덕우리,83-14,공장용지,4961.0,계획관리지역,,공업용,소규모 공장지대,평지,사다리형,소로한면,351000,원덕우마을,남서측근거리
109414,2053,41220,25327,1,157,1,경기도,평택시,안중읍,덕우리,157-1,답,2569.0,농림지역,,답,지방도주변 농경지대,평지,부정형,소로한면,117000,원덕우마을,남서측인근
109415,2054,41220,25327,1,167,1,경기도,평택시,안중읍,덕우리,167-1,전,1180.0,보전관리지역,,전,순수 농경지대,평지,사다리형,세로(가),114000,원덕우마을,남서측인근
109416,2055,41220,25327,1,186,1,경기도,평택시,안중읍,덕우리,186-1,대,431.0,보전관리지역,,단독주택,순수 농촌지대,평지,사다리형,세로(가),145000,원덕우마을,남측인근
109417,2056,41220,25327,1,188,0,경기도,평택시,안중읍,덕우리,188,답,3504.0,계획관리지역,,답,마을주변 농경지대,평지,사다리형,세각(가),185000,원덕우마을내,
109418,2057,41220,25327,1,221,4,경기도,평택시,안중읍,덕우리,221-4,대,863.0,계획관리지역,,단독주택,읍소재지내 주택지대,평지,부정형,세로(가),241000,청옥중학교,남동측 근거리
109419,2058,41220,25327,1,221,11,경기도,평택시,안중읍,덕우리,221-11,대,694.0,계획관리지역,,단독주택,순수 농촌지대,평지,사다리형,세로(가),267000,원덕우마을내,
109420,2059,41220,25327,1,232,2,경기도,평택시,안중읍,덕우리,232-2,전,1416.0,농림지역,,전,마을주변 농경지대,평지,부정형,소로한면,103000,원덕우마을,동측인근
109421,2060,41220,25327,1,295,1,경기도,평택시,안중읍,덕우리,295-1,전,3722.0,계획관리지역,,전,마을주변 농경지대,평지,부정형,세로(불),161000,원덕우마을내,
109422,2061,41220,25327,1,310,2,경기도,평택시,안중읍,덕우리,310-2,답,1874.0,농림지역,,답,마을주변 농경지대,평지,부정형,맹지,65000,원덕우마을,북동측인근
109423,2062,41220,25327,1,376,0,경기도,평택시,안중읍,덕우리,376,답,3412.0,농림지역,,답,마을주변 농경지대,평지,부정형,맹지,64000,청옥중학교,남동측인근
109424,2063,41220,25327,1,395,5,경기도,평택시,안중읍,덕우리,395-5,대,997.0,계획관리지역,,단독주택,순수 농촌지대,평지,부정형,세로(가),271000,청옥중학교,남동측인근
109425,2064,41220,25327,1,406,2,경기도,평택시,안중읍,덕우리,406-2,전,834.0,계획관리지역,,전,마을주변 농경지대,평지,사다리형,세로(가),249000,청옥중학교,남측인근
109426,2065,41220,25327,1,422,0,경기도,평택시,안중읍,덕우리,422,전,1398.0,계획관리지역,,전,마을주변 농경지대,평지,사다리형,맹지,164000,원덕우마을,서측인근
109427,2066,41220,25327,1,462,3,경기도,평택시,안중읍,덕우리,462-3,대,595.0,계획관리지역,,단독주택,순수 농촌지대,평지,부정형,세로(가),253000,청옥중학교,남서측인근
109428,2067,41220,25327,1,467,0,경기도,평택시,안중읍,덕우리,467,전,1911.0,계획관리지역,,전,마을주변 농경지대,평지,부정형,세로(가),161000,청옥중학교,남서측인근
109429,2068,41220,25327,1,499,0,경기도,평택시,안중읍,덕우리,499,전,4046.0,생산관리지역,,전,마을주변 농경지대,평지,부정형,세로(불),67000,청옥중학교,남측인근
109430,2069,41220,25327,1,503,5,경기도,평택시,안중읍,덕우리,503-5,답,1918.0,농림지역,,답,마을주변 농경지대,평지,부정형,맹지,47000,청옥중학교,남서측인근
109431,2070,41220,25327,1,629,0,경기도,평택시,안중읍,덕우리,629,답,3997.0,농림지역,,답,순수 경지정리지대,평지,세로장방형,세로(가),40000,청옥중학교,남서측근거리
109432,2071,41220,25327,2,46,0,경기도,평택시,안중읍,덕우리,산46,임야,6446.0,보전관리지역,,자연림,마을주변 야산지대,완경사지,부정형,맹지,47000,청옥중학교,남측인근
109433,2072,41220,25327,2,56,8,경기도,평택시,안중읍,덕우리,산56-8,임야,3192.0,보전관리지역,,자연림,지방도주변 야산지대,완경사지,사다리형,소로한면,137000,원덕우마을,서측인근
109434,2073,41220,25327,2,57,3,경기도,평택시,안중읍,덕우리,산57-3,임야,2825.0,보전관리지역,,자연림,마을주변 산림지대,완경사지,부정형,맹지,84000,청옥중학교,남동측 근거리
109435,2074,41220,25327,2,66,4,경기도,평택시,안중읍,덕우리,산66-4,임야,12496.0,계획관리지역,,자연림,마을주변 야산지대,완경사지,부정형,세로(불),105000,원덕우마을,서측인근
109436,2075,41220,25327,2,93,1,경기도,평택시,안중읍,덕우리,산93-1,임야,13011.0,생산관리지역,,자연림,마을주변 야산지대,완경사지,사다리형,세로(가),63000,청옥중학교,남서측근거리
109437,2076,41220,25328,1,162,0,경기도,평택시,안중읍,성해리,162,공장용지,2909.0,계획관리지역,,공업용,소규모 공장지대,평지,사다리형,세로(가),212000,해조마을,북측인근
109438,2077,41220,25328,1,199,9,경기도,평택시,안중읍,성해리,199-9,전,839.0,계획관리지역,,전,국도주변 농경지대,평지,사다리형,세로(가),146000,해조마을,북측인근
109439,2078,41220,25328,1,206,0,경기도,평택시,안중읍,성해리,206,전,896.0,생산관리지역,,전,국도주변 농경지대,평지,사다리형,세로(가),105000,해조마을,북측인근
109440,2079,41220,25328,1,222,0,경기도,평택시,안중읍,성해리,222,대,767.0,계획관리지역,,단독주택,순수 농촌지대,평지,부정형,세로(가),203000,해조마을내,
109441,2080,41220,25328,1,236,0,경기도,평택시,안중읍,성해리,236,공장용지,883.0,계획관리지역,,공업용,소규모 공장지대,평지,사다리형,세로(가),318000,해조마을,지방도변
109442,2081,41220,25328,1,270,0,경기도,평택시,안중읍,성해리,270,전,1607.0,계획관리지역,,전,국도주변 농경지대,평지,사다리형,맹지,135000,안중출장소,북서측근거리
109443,2082,41220,25328,1,332,0,경기도,평택시,안중읍,성해리,332,대,397.0,계획관리지역,,단독주택,국도주변 농촌지대,평지,부정형,세로(가),221000,성외마을내,
109444,2083,41220,25328,1,334,1,경기도,평택시,안중읍,성해리,334-1,전,175.0,계획관리지역,,전,마을주변 경지정리지대,평지,부정형,세로(가),179000,성외마을내,
109445,2084,41220,25328,1,391,2,경기도,평택시,안중읍,성해리,391-2,대,1378.0,계획관리지역,,상업용,국도변 상가지대,평지,사다리형,중로한면,739000,성외마을,남서측인근
109446,2085,41220,25328,1,453,0,경기도,평택시,안중읍,성해리,453,답,3980.0,농림지역,,답,마을주변 경지정리지대,평지,세로장방형,세로(가),40000,가시당골마을,북서측인근
109447,2086,41220,25328,2,33,0,경기도,평택시,안중읍,성해리,산33,임야,2051.0,계획관리지역,,자연림,마을주변 야산지대,평지,사다리형,세로(가),98000,해조마을,북측인근
109448,2087,41220,25328,2,83,0,경기도,평택시,안중읍,성해리,산83,임야,9917.0,계획관리지역,,자연림,마을주변 야산지대,완경사지,부정형,세로(가),140000,해조마을,서측인근
109449,2088,41220,25328,2,98,0,경기도,평택시,안중읍,성해리,산98,임야,3591.0,계획관리지역,,자연림,국도주변 야산지대,평지,부정형,중로각지,385000,해조마을,남측인근
109450,2089,41220,25329,1,41,0,경기도,평택시,안중읍,송담리,41,전,2486.0,계획관리지역,,전,마을주변 농경지대,완경사지,부정형,세로(가),156000,직산말마을,남서측인근
109451,2090,41220,25329,1,64,0,경기도,평택시,안중읍,송담리,64,답,2106.0,계획관리지역,,답,순수 농경지대,평지,부정형,맹지,140000,안중터미널,남동측인근
109452,2091,41220,25329,1,124,5,경기도,평택시,안중읍,송담리,124-5,대,291.0,계획관리지역,,주상용,읍소재지내 농촌지대,평지,사다리형,중로한면,420000,직산말마을,북서측인근
109453,2092,41220,25329,1,132,5,경기도,평택시,안중읍,송담리,132-5,대,257.0,계획관리지역,,단독주택,국도주변 농촌지대,평지,사다리형,세각(가),310000,직산말마을,북서측인근
109454,2093,41220,25329,1,167,0,경기도,평택시,안중읍,송담리,167,전,1065.0,계획관리지역,,전,마을주변 농경지대,완경사지,사다리형,소로한면,226000,농어촌공사,남측인근
109455,2094,41220,25329,1,170,3,경기도,평택시,안중읍,송담리,170-3,대,10605.0,계획관리지역,,아파트,미성숙 주택지대,평지,부정형,중로한면,479000,신창아파트,
109456,2095,41220,25329,1,218,0,경기도,평택시,안중읍,송담리,218,전,2274.0,계획관리지역,,전,마을주변 농경지대,평지,사다리형,소로한면,264000,농어촌공사,남서측인근
109457,2096,41220,25329,1,296,0,경기도,평택시,안중읍,송담리,296,답,798.0,자연녹지지역,,답,마을주변 농경지대,평지,부정형,세로(가),210000,농어촌공사,남서측인근
109458,2097,41220,25329,1,377,0,경기도,평택시,안중읍,송담리,377,답,1098.0,자연녹지지역,,답,마을주변 농경지대,저지,사다리형,중로한면,224000,농어촌공사,남서측인근
109459,2098,41220,25329,1,392,0,경기도,평택시,안중읍,송담리,392,답,2731.0,생산녹지지역,,답,마을주변 농경지대,평지,부정형,맹지,174000,농어촌공사,남서측인근
109460,2099,41220,25329,1,411,0,경기도,평택시,안중읍,송담리,411,대,433.0,생산녹지지역,,단독주택,신흥 주택지대,평지,부정형,세로(가),230000,안중버스터미널,동측 인근
109461,2100,41220,25329,1,458,0,경기도,평택시,안중읍,송담리,458,전,528.0,자연녹지지역,,전,순수 농경지대,평지,사다리형,세로(불),191000,농어촌공사,남서측근거리
109462,2101,41220,25329,1,508,0,경기도,평택시,안중읍,송담리,508,답,1864.0,농림지역,,답,순수 농경지대,평지,사다리형,맹지,71000,직산말마을,서측인근
109463,2102,41220,25329,1,540,0,경기도,평택시,안중읍,송담리,540,답,1440.0,농림지역,,답,국도주변 농경지대,평지,부정형,세각(가),104000,송담택지지구,동측인근
109464,2103,41220,25329,1,552,0,경기도,평택시,안중읍,송담리,552,답,4968.0,자연녹지지역,,답,순수 농경지대,완경사지,부정형,세로(불),181000,송담택지지구,남동측인근
109465,2104,41220,25329,1,784,0,경기도,평택시,안중읍,송담리,784,답,2788.0,생산녹지지역,농림지역,답,국도주변 농경지대,평지,세로장방형,세로(가),74000,송담택지지구,남동측인근
109466,2105,41220,25329,1,833,3,경기도,평택시,안중읍,송담리,833-3,대,612.4,제1종일반주거지역,,주상나지,주택 및 상가혼용지대,평지,세로장방형,광대소각,1325000,송담택지지구내,
109467,2106,41220,25329,1,840,3,경기도,평택시,안중읍,송담리,840-3,대,509.2,제1종일반주거지역,,주거나지,미성숙 주택지대,평지,세로장방형,중로각지,853000,송담택지지구내,
109468,2107,41220,25329,1,841,5,경기도,평택시,안중읍,송담리,841-5,대,311.5,제1종일반주거지역,,주거나지,미성숙 주택지대,평지,정방형,중로한면,782000,송담택지지구내,
109469,2108,41220,25329,1,842,10,경기도,평택시,안중읍,송담리,842-10,대,268.6,제1종일반주거지역,,주거나지,미성숙 주택지대,평지,세로장방형,소로한면,737000,송담택지지구내,
109470,2109,41220,25329,1,853,12,경기도,평택시,안중읍,송담리,853-12,대,490.1,준주거지역,,상업나지,미성숙 상가지대,평지,세로장방형,소로한면,1720000,송담택지지구내,
109471,2110,41220,25329,1,855,4,경기도,평택시,안중읍,송담리,855-4,대,564.2,준주거지역,,상업나지,미성숙 상가지대,평지,세로장방형,광대소각,2010000,송담택지지구내,
109472,2111,41220,25330,1,6,0,경기도,평택시,안중읍,현화리,6,대,291.0,일반상업지역,,단독주택,주택 및 상가혼용지대,평지,사다리형,세로(불),598000,안중고등학교,동측인근
109473,2112,41220,25330,1,13,0,경기도,평택시,안중읍,현화리,13,대,440.0,일반상업지역,,연립주택,주택 및 상가혼용지대,평지,부정형,세로(가),897000,경기물류고등학교,서측인근
109474,2113,41220,25330,1,26,0,경기도,평택시,안중읍,현화리,26,대,192.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로한면,1000000,경기물류고등학교,남서측인근
109475,2114,41220,25330,1,71,0,경기도,평택시,안중읍,현화리,71,대,342.0,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,사다리형,광대세각,2350000,안일중학교,북측인근
109476,2115,41220,25330,1,184,1,경기도,평택시,안중읍,현화리,184-1,전,826.0,자연녹지지역,,전,근교 농경지대,평지,사다리형,세로(가),263000,안중터미널,서측인근
109477,2116,41220,25330,1,184,5,경기도,평택시,안중읍,현화리,184-5,대,799.0,자연녹지지역,,단독주택,읍소재지내 농촌지대,평지,사다리형,세로(가),357000,안중터미널,남서측인근
109478,2117,41220,25330,1,259,0,경기도,평택시,안중읍,현화리,259,대,235.0,제1종일반주거지역,,주거나지,기존 주택지대,평지,사다리형,맹지,597000,안중고등학교,동측인근
109479,2118,41220,25330,1,269,4,경기도,평택시,안중읍,현화리,269-4,대,170.0,제1종일반주거지역,,단독주택,일반 주택지대,평지,세로장방형,세로(가),588000,안중고등학교,동측인근
109480,2119,41220,25330,1,277,2,경기도,평택시,안중읍,현화리,277-2,대,133.0,준주거지역,,단독주택,일반 주택지대,평지,부정형,세로(가),550000,안중고등학교,동측인근
109481,2120,41220,25330,1,277,4,경기도,평택시,안중읍,현화리,277-4,대,134.0,준주거지역,,주상용,기존 주택지대,평지,가로장방형,소로각지,687000,안중고등학교,동측인근
109482,2121,41220,25330,1,289,4,경기도,평택시,안중읍,현화리,289-4,대,139.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,소로한면,893000,안중고등학교,북동측인근
109483,2122,41220,25330,1,305,12,경기도,평택시,안중읍,현화리,305-12,대,203.0,제1종일반주거지역,,상업용,노선 상가지대,평지,사다리형,광대소각,2190000,현일초등학교,남동측인근
109484,2123,41220,25330,1,305,23,경기도,평택시,안중읍,현화리,305-23,대,185.0,제1종일반주거지역,,단독주택,정비된 주택지대,평지,사다리형,소로한면,736000,안중고등학교,서측인근
109485,2124,41220,25330,1,364,0,경기도,평택시,안중읍,현화리,364,답,1389.0,생산녹지지역,,전,근교 농경지대,평지,사다리형,광대세각,300000,현화고등학교,남동측인근
109486,2125,41220,25330,1,378,3,경기도,평택시,안중읍,현화리,378-3,답,1622.0,생산녹지지역,,답,근교 농경지대,평지,부정형,맹지,109000,현화고등학교,남측인근
109487,2126,41220,25330,1,387,0,경기도,평택시,안중읍,현화리,387,답,3219.0,자연녹지지역,,답,시가지주변 농경지대,평지,부정형,세각(가),150000,현화고등학교,남측인근
109488,2127,41220,25330,1,406,2,경기도,평택시,안중읍,현화리,406-2,답,1474.0,생산녹지지역,자연녹지지역,답,시가지주변 농경지대,평지,부정형,맹지,93000,안중터미널,남서측 근거리
109489,2128,41220,25330,1,413,1,경기도,평택시,안중읍,현화리,413-1,답,3924.0,자연녹지지역,,답,읍소재지내 농경지대,평지,부정형,세로(불),132000,현화고등학교,남측 근거리
109490,2129,41220,25330,1,423,3,경기도,평택시,안중읍,현화리,423-3,답,804.0,자연녹지지역,,답,시가지주변 농경지대,평지,사다리형,세로(가),199000,현화고등학교,남측인근
109491,2130,41220,25330,1,425,2,경기도,평택시,안중읍,현화리,425-2,대,593.0,자연녹지지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),268000,현화고등학교,남측인근
109492,2131,41220,25330,1,432,0,경기도,평택시,안중읍,현화리,432,전,1136.0,자연녹지지역,,전,시가지주변 농경지대,평지,사다리형,광대세각,435000,현화고등학교,남동측인근
109493,2132,41220,25330,1,456,1,경기도,평택시,안중읍,현화리,456-1,대,731.0,자연녹지지역,,상업용,아파트단지주변 상가지대,평지,부정형,광대한면,645000,현화고등학교,서측인근
109494,2133,41220,25330,1,472,0,경기도,평택시,안중읍,현화리,472,답,768.0,자연녹지지역,,답,근교 농경지대,평지,사다리형,세로(가),198000,현화고등학교,남서측인근
109495,2134,41220,25330,1,514,1,경기도,평택시,안중읍,현화리,514-1,답,1154.0,생산녹지지역,,답,마을주변 농경지대,평지,사다리형,맹지,104000,현화고등학교,북서측인근
109496,2135,41220,25330,1,532,1,경기도,평택시,안중읍,현화리,532-1,답,2029.0,자연녹지지역,,답,순수 농경지대,평지,부정형,세로(불),178000,현화초등학교,북서측근거리
109497,2136,41220,25330,1,535,11,경기도,평택시,안중읍,현화리,535-11,임야,4211.0,자연녹지지역,,전,시가지주변 농경지대,평지,부정형,세로(가),213000,현화초등학교,북서측인근
109498,2137,41220,25330,1,545,1,경기도,평택시,안중읍,현화리,545-1,답,3963.0,자연녹지지역,,답,시가지주변 농경지대,저지,부정형,광대한면,425000,현일초등학교,서측인근
109499,2138,41220,25330,1,589,0,경기도,평택시,안중읍,현화리,589,답,1395.0,자연녹지지역,,답,근교 농경지대,평지,부정형,맹지,138000,현화초등학교,서측 근거리
109500,2139,41220,25330,1,615,0,경기도,평택시,안중읍,현화리,615,답,2058.0,자연녹지지역,,답,마을주변 농경지대,평지,부정형,세로(가),226000,현일초등학교,서측 근거리
109501,2140,41220,25330,1,633,3,경기도,평택시,안중읍,현화리,633-3,전,5742.0,자연녹지지역,,과수원,국도주변 농경지대,평지,부정형,세로(가),272000,안중출장소,남서측인근
109502,2141,41220,25330,1,649,7,경기도,평택시,안중읍,현화리,649-7,대,554.0,자연녹지지역,,상업용,국도변 상가지대,평지,사다리형,중로한면,779000,안중출장소,북서측인근
109503,2142,41220,25330,1,651,22,경기도,평택시,안중읍,현화리,651-22,대,501.0,자연녹지지역,,단독주택,기존 주택지대,평지,세로장방형,세로(가),356000,안중출장소,북서측인근
109504,2143,41220,25330,1,656,7,경기도,평택시,안중읍,현화리,656-7,전,523.0,자연녹지지역,,전,국도주변 농경지대,평지,부정형,중로한면,294000,안중출장소,북서측근거리
109505,2144,41220,25330,1,681,0,경기도,평택시,안중읍,현화리,681,답,2519.0,자연녹지지역,,답,국도주변 농경지대,평지,부정형,맹지,167000,안중출장소,서측근거리
109506,2145,41220,25330,1,719,0,경기도,평택시,안중읍,현화리,719,대,361.0,자연녹지지역,,단독주택,읍소재지내 주택지대,평지,사다리형,세로(가),251000,안중출장소,서측인근
109507,2146,41220,25330,1,739,9,경기도,평택시,안중읍,현화리,739-9,임야,513.0,제2종일반주거지역,,자연림,국도주변 야산지대,평지,가로장방형,중로한면,577000,안중출장소,서측인근
109508,2147,41220,25330,1,756,0,경기도,평택시,안중읍,현화리,756,답,1058.0,제2종일반주거지역,,답,마을주변 농경지대,평지,사다리형,맹지,173000,성외마을,남동측인근
109509,2148,41220,25330,1,777,1,경기도,평택시,안중읍,현화리,777-1,전,1034.0,제2종일반주거지역,,전,마을주변 농경지대,평지,부정형,세로(가),242000,성외마을,남측인근
109510,2149,41220,25330,1,777,2,경기도,평택시,안중읍,현화리,777-2,대,1018.0,제2종일반주거지역,,단독주택,국도주변 농촌지대,평지,부정형,세로(가),252000,성외마을,남측인근
109511,2150,41220,25330,1,813,5,경기도,평택시,안중읍,현화리,813-5,답,1401.0,준주거지역,,답,마을주변 농경지대,평지,사다리형,세로(가),234000,성외마을,남측인근
109512,2151,41220,25330,1,824,1,경기도,평택시,안중읍,현화리,824-1,대,14544.2,제2종일반주거지역,,아파트,아파트지대,평지,세로장방형,중로한면,911000,현화초등학교,북서측인근
109513,2152,41220,25330,1,832,2,경기도,평택시,안중읍,현화리,832-2,대,1050.4,준주거지역,,업무용,아파트단지주변 상가지대,평지,가로장방형,광대한면,2140000,현화고등학교,동측인근
109514,2153,41220,25330,1,834,7,경기도,평택시,안중읍,현화리,834-7,대,806.1,일반상업지역,,상업용,아파트단지주변 상가지대,평지,세로장방형,광대소각,2470000,안중터미널,북서측인근
109515,2154,41220,25330,1,835,3,경기도,평택시,안중읍,현화리,835-3,대,308.5,일반상업지역,,상업나지,미성숙 상가지대,평지,가로장방형,중로한면,2210000,안중터미널,북서측인근
109516,2155,41220,25330,1,837,1,경기도,평택시,안중읍,현화리,837-1,대,468.5,일반상업지역,,상업용,미성숙 상가지대,평지,세로장방형,광대소각,3080000,안중터미널,북측인근
109517,2156,41220,25330,1,838,0,경기도,평택시,안중읍,현화리,838,잡종지,16550.5,일반상업지역,,터미널,노선 상가지대,평지,정방형,광대소각,1900000,안중버스터미널,
109518,2157,41220,25330,1,842,0,경기도,평택시,안중읍,현화리,842,대,27684.6,제3종일반주거지역,,아파트,개발 예정지대,평지,가로장방형,광대소각,966000,현화중학교,동측인근
109519,2158,41220,25330,1,846,4,경기도,평택시,안중읍,현화리,846-4,대,215.4,제2종일반주거지역,,주상용,미성숙 상가지대,평지,세로장방형,소로한면,1950000,안일중학교,동측인근
109520,2159,41220,25330,1,849,7,경기도,평택시,안중읍,현화리,849-7,대,216.6,제2종일반주거지역,,주상용,개발 예정지대,평지,정방형,소로각지,1110000,안일중학교,동측인근
109521,2160,41220,25330,1,850,3,경기도,평택시,안중읍,현화리,850-3,대,198.3,제2종일반주거지역,,주상용,미성숙 상가지대,평지,세로장방형,소로한면,936000,안일중학교,동측인근
109522,2161,41220,25330,1,854,2,경기도,평택시,안중읍,현화리,854-2,대,653.0,준주거지역,,상업용,미성숙 상가지대,평지,가로장방형,광대소각,2550000,안중읍사무소,남서측인근
109523,2162,41220,25330,1,856,8,경기도,평택시,안중읍,현화리,856-8,대,238.7,제2종일반주거지역,,주상용,개발 예정지대,평지,세로장방형,소로한면,966000,안중읍사무소,남서측인근
109524,2163,41220,25330,1,858,3,경기도,평택시,안중읍,현화리,858-3,대,218.9,제2종일반주거지역,,주상용,개발 예정지대,평지,세로장방형,소로각지,1000000,안중읍사무소,남서측인근
109525,2164,41220,25330,1,865,11,경기도,평택시,안중읍,현화리,865-11,대,195.8,제2종일반주거지역,,주상용,미성숙 상가지대,평지,정방형,중로각지,1810000,안일초등학교,남동측인근
109526,2165,41220,25330,1,866,3,경기도,평택시,안중읍,현화리,866-3,대,196.2,제2종일반주거지역,,주상용,개발 예정지대,평지,세로장방형,소로한면,911000,안일초등학교,남동측인근
109527,2166,41220,25330,2,316,0,경기도,평택시,안중읍,현화리,산316,임야,1818.0,자연녹지지역,,전,근교 농경지대,평지,사다리형,맹지,185000,안중출장소,북서측근거리
109528,2167,41220,25330,2,348,0,경기도,평택시,안중읍,현화리,산348,임야,767.0,자연녹지지역,,자연림,마을주변 야산지대,완경사지,부정형,맹지,159000,성외마을,남동측인근
109529,2168,41220,25330,2,370,0,경기도,평택시,안중읍,현화리,산370,임야,1264.0,제2종일반주거지역,,자연림,국도주변 야산지대,평지,세로장방형,맹지,179000,성외마을,남측인근
109530,2169,41220,25330,2,371,0,경기도,평택시,안중읍,현화리,산371,임야,2375.0,제1종일반주거지역,제2종일반주거지역,자연림,국도주변 야산지대,평지,세로장방형,중로한면,481000,성외마을,남측 국도변
109531,2170,41220,25330,2,384,0,경기도,평택시,안중읍,현화리,산384,임야,978.0,제1종일반주거지역,,자연림,마을주변 야산지대,완경사지,사다리형,세로(불),165000,성외마을,남서측인근
