,nounFrame,Freq,label,비고
1363,손석희,64,,
1364,신고,64,-,"신고점, 신고가"
1365,아내,64,,
1366,연결,64,,
1367,요인,64,,
1368,웃음,64,,
1369,인걸,64,삭제,
1370,재정,64,-,재정거래
1371,저항,64,-,
1372,주머니,64,,
1373,청산,64,-,
1374,텔레,64,,텔레그램
1375,패널,64,,
1376,펌핑,64,neg,
1377,횡보,64,-,
1378,다수,63,,
1379,마이너,63,,
1380,본위,63,,"금본위, 금본위제"
1381,사항,63,,
1382,실질,63,,
1383,악마,63,,
1384,여부,63,,
1385,여유,63,,
1386,역전,63,pos,인생역전
1387,연속,63,,
1388,의장,63,,
1389,일자리,63,,
1390,자식,63,,
1391,자한,63,,자한당
1392,점심,63,,
1393,테스트,63,,
1394,트레이더,63,,
1395,프로젝트,63,,
1396,할아버지,63,,
1397,홈페이지,63,,
1398,화재,63,,
1399,그쪽,62,,
1400,급상승,62,pos,
1401,다이아몬드,62,,비트코인다이아몬드
1402,동향,62,,
1403,목소리,62,,
1404,미디어,62,,
1405,배경,62,,
1406,선동,62,,
1407,소개,62,,
1408,속보,62,,
1409,스마트,62,,
1410,알고리즘,62,,
1411,엄단,62,neg,
1412,완화,62,pos,
1413,이고,62,삭제,
1414,인공,62,,인공지능
1415,일자,62,,
1416,일해,62,,
1417,장사,62,,
1418,전반,62,,
1419,정답,62,,
1420,제품,62,,
1421,진보,62,,
1422,트렌드,62,,
1423,폰지사기,62,neg,
1424,가량,61,,
1425,간부,61,,
1426,강제,61,,
1427,거짓말,61,,
1428,국정원,61,,
1429,답변,61,,
1430,몰빵,61,-,
1431,박스,61,,
1432,배가,61,,
1433,소송,61,neg,
1434,시중,61,,
1435,심장,61,,
1436,예고,61,,
1437,일상,61,,
1438,자동차,61,,
1439,정봉주,61,,
1440,중요,61,,
1441,차례,61,,
1442,폭풍,61,,폭풍전야
1443,한국은행,61,,
1444,개설,60,,
1445,경제학자,60,,
1446,다이,60,,
1447,다큐,60,,
1448,불안,60,neg,
1449,사주,60,,
1450,소름,60,,
1451,외신,60,,
1452,원전,60,,
1453,윙클,60,,윙클보스
1454,철회,60,-,
1455,첫날,60,,
1456,테마,60,,
1457,금일,59,,
1458,기술인,59,,
1459,대다수,59,,
1460,마스터,59,,
1461,번역,59,,
1462,분노,59,neg,
1463,불가능,59,-,
1464,블로그,59,,
1465,신청,59,,
1466,압수,59,,
1467,와서,59,?,
1468,이성,59,,
1469,장비,59,,
1470,증명,59,,
1471,취미,59,,
1472,타임머신,59,,
1473,확대,59,,
1474,고지,58,,
1475,공직자,58,,
1476,그분,58,,
1477,기가,58,,
1478,낙관,58,pos,
1479,도토리,58,,
1480,부담,58,,위험부담
1481,비명,58,neg,
1482,소비자,58,,
1483,스캠,58,neg,
1484,아이스하키,58,,
1485,이혼,58,,
1486,적인,58,?,
1487,집안,58,,
1488,코미드,58,,
1489,딜레마,57,neg,
1490,미세,57,,미세먼지
1491,민간,57,,
1492,보이스,57,,
1493,상한가,57,pos,
1494,스마트폰,57,,
1495,완료,57,,
1496,의무,57,,
1497,재단,57,,
1498,전설,57,,
1499,중계,57,,
1500,탈출,57,,
1501,토론회,57,,
1502,특정,57,,
1503,파괴,57,,
1504,하나,57,,
1505,후배,57,,
1506,건강,56,,
1507,구성,56,,
1508,다윗,56,,
1509,도시,56,,
1510,도전,56,,
1511,반도체,56,,
1512,백서,56,,
1513,설정,56,,
1514,약속,56,,
1515,유작,56,,
1516,저축,56,,
1517,종교,56,,
1518,종석,56,,
1519,주자,56,,
1520,중지,56,neg,
1521,찌라시,56,,
1522,철퇴,56,neg,
1523,측면,56,,
1524,통합,56,,
1525,행사,56,,
1526,감시,55,,
1527,공인,55,,
1528,대란,55,-,
1529,도구,55,,
1530,먼저,55,,
1531,무역,55,,
1532,민주주의,55,,
1533,부품,55,,
1534,설립,55,,
1535,소폭,55,,
1536,수입,55,,
1537,애플,55,,
1538,양도,55,,
1539,전용,55,,
1540,주류,55,,
1541,최신,55,,
1542,탈세,55,neg,
1543,트리,55,,
1544,포지션,55,,
1545,한국형,55,,
1546,합의,55,,
1547,현장,55,,
1548,가세,54,,
1549,꿀잼,54,,
1550,노인,54,,
1551,멘탈,54,,
1552,반면,54,,
1553,방지,54,,
1554,부인,54,,
1555,분리,54,,
1556,불로,54,,
1557,시그널,54,,
1558,어머니,54,,
1559,연산,54,,
1560,일봉,54,,
1561,자연,54,,
1562,전형,54,,
1563,제안,54,,
1564,주부,54,,
1565,지분,54,,
1566,지지선,54,-,
1567,천불,54,,
1568,청소년,54,,
1569,초등학생,54,,
1570,최종,54,,
1571,칼럼,54,,
1572,투명,54,,
1573,혐의,54,,
1574,명령,53,,
1575,몰락,53,neg,
1576,버스,53,,
1577,서화,53,,
1578,성년자,53,,
1579,시급,53,,
1580,시험,53,,
1581,오류,53,neg,
1582,오름,53,pos,
1583,외국인,53,,
1584,이재,53,,이재용
1585,인플레이션,53,-,
1586,일본도,53,,
1587,점검,53,,
1588,축하,53,,
1589,캘린더,53,,
1590,특집,53,,
1591,특허,53,pos,
1592,하룻밤,53,,
1593,학원,53,,
1594,한화,53,,
1595,해달,53,,
1596,협박,53,,
1597,극단,52,,
1598,노래,52,,
1599,리얼,52,,
1600,막차,52,,
1601,매체,52,,
1602,무리,52,,
1603,문죄,52,,
1604,블럭,52,,
1605,블루,52,,
1606,비전,52,pos,
1607,상원,52,,
1608,승리,52,,
1609,실장,52,,
1610,위안화,52,,
1611,인텔,52,,
1612,일지,52,,
1613,차이점,52,,
1614,체계,52,,
1615,표정,52,,
1616,플레이,52,,
1617,한정,52,,
1618,홍준표,52,,
1619,확정,52,,
1620,후기,52,,
1621,희소,52,,
1622,거랑,51,,
1623,공공,51,,
1624,국회의원,51,,
1625,그라운드,51,,
1626,금리,51,,
1627,농담,51,,
1628,두개,51,,
1629,별개,51,,
1630,성남,51,,
1631,세뱃돈,51,,
1632,워런,51,,워런버핏
1633,이새끼,51,,
1634,인도네시아,51,,
1635,작품,51,,
1636,천재,51,,
1637,최저가,51,-,
1638,최흥식,51,,
1639,취소,51,,
1640,투기자,51,neg,
1641,투자금,51,,
1642,한도,51,,
1643,확보,51,,
1644,개최,50,,
1645,공통점,50,,
1646,구라,50,,
1647,금값,50,,
1648,동영상,50,,
1649,라면,50,,
1650,말종,50,,
1651,모란,50,,
1652,반발,50,neg,
1653,반복,50,,
1654,발견,50,,
1655,베네수엘라,50,,
1656,베트남,50,,
1657,보유자,50,,
1658,복구,50,pos,
1659,빨갱이,50,,
1660,생성,50,,
1661,수신,50,,
1662,수조,50,,
1663,신상,50,,
1664,안남,50,삭제,
1665,연휴,50,,
1666,오프라인,50,,
1667,이스라엘,50,,
1668,인물,50,,
1669,조건부,50,,
1670,조짐,50,,
1671,중개소,50,,
1672,지점,50,,
1673,진거,50,,
1674,쪼가리,50,,
1675,체포,50,neg,
1676,타격,50,neg,
1677,핸드폰,50,,
1678,허브,50,,
1679,혼선,50,neg,
1680,감사,49,,
1681,검사,49,,
1682,근처,49,,
1683,근혜,49,,
1684,김치,49,,
1685,다이아,49,,
1686,대의,49,,
1687,등신,49,,
1688,루머,49,-,
1689,리딩,49,,
1690,메일,49,,
1691,버그,49,-,
1692,살인,49,,
1693,신의,49,,
1694,요소,49,,
1695,원정,49,,
1696,유혹,49,-,
1697,자국,49,,
1698,증권사,49,,
1699,총정리,49,,
1700,최고점,49,pos,
1701,특성,49,,
1702,하나은행,49,,
1703,행동,49,,
1704,개가,48,?,
1705,공감,48,,
1706,과제,48,,
1707,담배,48,,
1708,대답,48,,
1709,데스크,48,,코인데스크
1710,도달,48,pos,
1711,동료,48,,
1712,문자,48,,
1713,보고,48,,
1714,비트렉스,48,,
1715,사채,48,neg,
1716,상용,48,,상용화
1717,양상,48,,
1718,연구소,48,,
1719,예약,48,,
1720,절차,48,,
1721,질주,48,pos,
1722,참여자,48,,
1723,코스,48,,
1724,태도,48,,
1725,포크,48,,
1726,하구,48,삭제,
1727,허위,48,neg,
1728,호기심,48,,
1729,가슴,47,,
1730,검거,47,-,
1731,결혼,47,,
1732,나이스,47,,나이스해시
1733,마인드,47,,캐치마인드
1734,매일,47,,
1735,산거,47,?,
1736,소녀,47,,
1737,수량,47,,
1738,신화,47,pos?,신화폐
1739,쓸모,47,,
1740,아이폰,47,,
1741,역사상,47,,
1742,오버,47,,
1743,외교,47,,
1744,이면,47,,
1745,젊은,47,,
1746,직업,47,,
1747,초대석,47,,
1748,탈출구,47,pos,
1749,테크,47,,
1750,프리,47,,
1751,형님,47,,
1752,형성,47,,
1753,회계,47,,
1754,견해,46,,
1755,계층,46,,
1756,공모주,46,,
1757,국내외,46,,
1758,균형,46,,
1759,날씨,46,,
1760,냄새,46,,
1761,단순,46,,
1762,대가리,46,,
1763,도난,46,,
1764,동반,46,,
1765,만약,46,,
1766,발급,46,,
1767,베일,46,,
1768,사무실,46,,
1769,사설,46,,
1770,생활관,46,,
1771,수법,46,,
1772,수신료,46,,
1773,스포츠,46,,
1774,알파,46,,
1775,와우,46,,
1776,인수,46,,
1777,자격,46,,
1778,전기세,46,,
1779,전라도,46,,
1780,정지,46,,
1781,조언,46,,
1782,청금,46,,
1783,태양,46,,
1784,터키,46,,
1785,티켓,46,,
1786,폐해,46,,
1787,풀매,46,,
1788,하우스,46,,
1789,한동안,46,,
1790,공지,45,,
1791,구간,45,,
1792,구분,45,,
1793,기적,45,,
1794,꼰대,45,,
1795,남지,45,,
1796,누나,45,,
1797,마케팅,45,,
1798,멍청이,45,,
1799,멤버,45,,
1800,문파,45,,
1801,배당,45,,
1802,버릴,45,,
1803,부가세,45,,
1804,사다리,45,,
1805,사도,45,,
1806,서브,45,,
1807,설치,45,,
1808,세미나,45,,
1809,순실,45,,
1810,쉴러,45,,로버트쉴러
1811,스퀘어,45,,
1812,시사,45,,
1813,약세,45,,
1814,어느날,45,,
1815,엑스,45,,
1816,여름,45,,
1817,연준,45,,
1818,오락실,45,,
1819,오만,45,,
1820,운영자,45,,
1821,자가,45,,
1822,자세,45,,
1823,적극적,45,,
1824,전기료,45,,
1825,제천,45,,
1826,철학,45,,
1827,코스피,45,,
1828,편입,45,,
1829,폭력,45,,
1830,폭주,45,,
1831,피터,45,,
1832,필수,45,,
1833,거짓,44,,
1834,게시판,44,,
1835,게이,44,,
1836,경향,44,,
1837,구경,44,,
1838,대치동,44,,
1839,동행,44,,
1840,등록,44,,
1841,루비,44,,
1842,물타기,44,,
1843,발족,44,,
1844,부족,44,,
1845,비난,44,,
1846,연기,44,,
1847,예수,44,,
1848,우지한,44,,
1849,장치,44,,
1850,주택,44,,
1851,중학생,44,,
1852,지난주,44,,
1853,착수,44,,
1854,팔지,44,,
1855,하드웨어,44,,
1856,학원가,44,,
1857,현시,44,,
1858,개판,43,,
1859,광란,43,,
1860,기초,43,,
1861,까닭,43,,
1862,벌레,43,,
1863,보험,43,,
1864,산타,43,,
1865,세무,43,,
1866,소재,43,,
1867,손절,43,,
1868,시체,43,,
1869,실업,43,,
1870,이용자,43,,
1871,일인,43,,
1872,조심,43,,
1873,주인공,43,,
1874,지폐,43,,
1875,취업,43,,
1876,테라,43,,
1877,평소,43,,
1878,확장,43,,
1879,회담,43,,
1880,기기,42,,
1881,노벨상,42,,
1882,노트,42,,
1883,농협,42,,
1884,달성,42,,
1885,마감,42,,
1886,만화,42,,
1887,변호사,42,,
1888,부총리,42,,
1889,상관관계,42,,
1890,선진국,42,,
1891,승자,42,,
1892,시선,42,,
1893,시신,42,,
1894,쓰기,42,,
1895,연합,42,,
1896,오해,42,,
1897,우리은행,42,,
1898,유동,42,,
1899,이기,42,,
1900,이날,42,,
1901,이동욱,42,,
1902,일침,42,,
1903,장난감,42,,
1904,적중,42,,
1905,정규,42,,
1906,조상,42,,
1907,주도하,42,,
1908,지난달,42,,
1909,지표,42,,
1910,짐바브웨,42,,
1911,창조,42,,
1912,축하금,42,,
1913,카이스트,42,,
1914,캐릭터,42,,
1915,편의점,42,,
1916,평양,42,,
1917,폐인,42,,
1918,회복세,42,,
1919,휴가,42,,
1920,가장,41,,
1921,개뿔,41,,
1922,계속,41,,
1923,고개,41,,
1924,꼬리,41,,
1925,남친,41,,
1926,네티즌,41,,
1927,녀석,41,,
1928,노드,41,,
1929,다큐멘터리,41,,
1930,대기,41,,
1931,대처,41,,
1932,돈벌이,41,,
1933,레바논,41,,
1934,레이,41,,
1935,마을,41,,
1936,매입,41,,
1937,몇일,41,,
1938,문통,41,,
1939,사보,41,,
1940,살해,41,,
1941,성향,41,,
1942,수구,41,,
1943,수렴,41,,
1944,실망,41,,
1945,악몽,41,,
1946,액수,41,,
1947,예산,41,,
1948,위반,41,,
1949,이달,41,,
1950,일도,41,,
1951,자랑,41,,
1952,찰리,41,,
1953,콘서트,41,,
1954,타임스,41,,
1955,탈취,41,,
1956,택시,41,,
1957,토크,41,,
1958,트레이드,41,,
1959,파악,41,,
1960,한가지,41,,
1961,한테,41,,
1962,가나,40,,
1963,강좌,40,,
1964,개그,40,,
1965,검증,40,,
1966,결재,40,,
1967,계기,40,,
1968,고소,40,,
1969,그전,40,,
1970,금수,40,,
1971,놀이,40,,
1972,대사,40,,
1973,마크,40,,
1974,명언,40,,
1975,법률,40,,
1976,병원,40,,
1977,불안감,40,,
1978,비리,40,,
1979,사업가,40,,
1980,상업,40,,
1981,상점,40,,
1982,소년,40,,
1983,소용,40,,
1984,스트레스,40,,
1985,스트림,40,,
1986,신세계,40,,
1987,아프리카,40,,
1988,악용,40,,
1989,악의,40,,
1990,안정화,40,,
1991,어른,40,,
1992,외부,40,,
1993,워너,40,,
1994,위메프,40,,
1995,저가,40,,
1996,정점,40,,
1997,진심,40,,
1998,질서,40,,
1999,통령,40,,
2000,파탄,40,,
2001,폰지,40,,
2002,하룻새,40,,
2003,경마,39,,
2004,꼼수,39,,
2005,뇌물,39,,
2006,당사자,39,,
2007,대림동,39,,
2008,도둑,39,,
2009,동우,39,,
2010,마이크로소프트,39,,
2011,모니터,39,,
2012,문과,39,,
2013,문의,39,,
2014,박탈감,39,,
2015,베스트,39,,
2016,비스,39,,
2017,소득세,39,,
2018,소행,39,,
2019,쇼크,39,,
2020,쇼핑몰,39,,
2021,수요일,39,,
2022,실력,39,,
2023,실시,39,,
2024,연초,39,,
2025,완벽,39,,
2026,우상,39,,
2027,장세,39,,
2028,제정신,39,,
2029,중독자,39,,
2030,지경,39,,
2031,진영,39,,
2032,첫번,39,,
2033,총량,39,,
2034,친척,39,,
2035,크기,39,,
2036,팔자,39,,
2037,한글,39,,
2038,흔적,39,,
2039,감독원,38,,
2040,개꿀잼,38,,
2041,개선,38,,
2042,거래실명제,38,,
2043,날개,38,,
2044,리스트,38,,
2045,망상,38,,
2046,문제지,38,,
2047,백수,38,,
2048,부하,38,,
2049,비즈니스,38,,
2050,사려,38,,
2051,선언,38,,
2052,성능,38,,
2053,아마추어,38,,
2054,안대,38,,
2055,앨범,38,,
2056,원천,38,,
2057,유감,38,,
2058,의식,38,,
2059,이쪽,38,,
2060,인구,38,,
2061,잔고,38,,
2062,전공,38,,
2063,출범,38,,
2064,토스,38,,
2065,특별,38,,
2066,퍼블릭,38,,
2067,포스,38,,
2068,프라이,38,,
2069,한숨,38,,
2070,허가,38,,
2071,개요,37,,
2072,건물주,37,,
2073,구매자,37,,
2074,급락세,37,,
2075,기념,37,,
2076,리뷰,37,,
2077,모건스탠리,37,,
2078,물가,37,,
2079,바이러스,37,,
2080,배틀,37,,
2081,보름,37,,
2082,상반기,37,,
2083,설날,37,,
2084,스토리,37,,
2085,아류,37,,
2086,아이디,37,,
2087,엊그제,37,,
2088,여럿,37,,
2089,인지도,37,,
2090,장애,37,,
2091,적정,37,,
2092,전제,37,,
2093,정기준,37,,
2094,지도,37,,
2095,지시,37,,
2096,짓거리,37,,
2097,참가,37,,
2098,초보자,37,,
2099,추이,37,,
2100,카메라,37,,
2101,키워드,37,,
2102,팝콘,37,,
2103,행진,37,,
2104,행태,37,,
2105,헌법,37,,
2106,헤드,37,,
2107,화면,37,,
2108,가속,36,,
2109,갈거,36,,
2110,갈등,36,,
2111,개정,36,,
2112,관료,36,,
2113,눈길,36,,
2114,눈독,36,,
2115,다보스,36,,
2116,덩어리,36,,
2117,동일,36,,
2118,만일,36,,
2119,매각,36,,
2120,바다,36,,
2121,박원순,36,,
2122,반박,36,,
2123,범인,36,,
2124,부산,36,,
2125,세일,36,,
2126,섹스,36,,
2127,소원,36,,
2128,스냅샷,36,,
2129,시팔,36,,
2130,싸이월드,36,,
2131,아줌마,36,,
2132,언어,36,,
2133,외화,36,,
2134,워치,36,,
2135,유가,36,,
2136,유동성,36,,
2137,이탈,36,,
2138,일요일,36,,
2139,입법,36,,
2140,저의,36,,
2141,전통,36,,
2142,제작,36,,
2143,채용,36,,
2144,첨단,36,,
2145,출발,36,,
2146,페스,36,,
2147,편지,36,,
2148,프레,36,,
2149,한반도,36,,
2150,한편,36,,
2151,감옥,35,,
2152,거보,35,,
2153,검은돈,35,,
2154,고기,35,,
2155,곡선,35,,
2156,공청회,35,,
2157,교회,35,,
2158,구체,35,,
2159,기획,35,,
2160,내서,35,,
2161,다리,35,,
2162,당첨,35,,
2163,라디오,35,,
2164,릴리,35,,
2165,망연자실,35,,
2166,매력,35,,
2167,무게,35,,
2168,문구,35,,
2169,박영선,35,,
2170,반등세,35,,
2171,보일,35,,
2172,부채,35,,
2173,비자,35,,
2174,사칭,35,,
2175,설득력,35,,
2176,수능,35,,
2177,수색,35,,
2178,쉴드,35,,
2179,애니,35,,
2180,여당,35,,
2181,여친,35,,
2182,오미,35,,
2183,작용,35,,
2184,장악하,35,,
2185,장판,35,,
2186,저주,35,,
2187,적기,35,,
2188,조가,35,,
2189,종북,35,,
2190,주범,35,,
2191,지고,35,,
2192,집권,35,,
2193,창립자,35,,
2194,테슬라,35,,
2195,투기장,35,,
2196,투자사,35,,
2197,페이지,35,,
2198,푼돈,35,,
2199,프로필,35,,
2200,한순간,35,,
2201,해드,35,,
2202,핵무기,35,,
2203,호텔,35,,
2204,개돼지,34,,
2205,개비,34,,
2206,공정,34,,
2207,권리,34,,
2208,그중,34,,
2209,금화,34,,
2210,기세,34,,
2211,도덕,34,,
2212,도서,34,,
2213,드라마,34,,
2214,만경봉호,34,,
2215,매국,34,,
2216,멘붕,34,,
2217,미만,34,,
2218,사안,34,,
2219,사요,34,,
2220,선도,34,,
2221,소셜,34,,
2222,수석,34,,
2223,수치,34,,
2224,식당,34,,
2225,신뢰도,34,,
2226,아픔,34,,
2227,이메일,34,,
2228,일로,34,,
2229,읽기,34,,
2230,잔치,34,,
2231,제휴,34,,
2232,주의보,34,,
2233,중앙일보,34,,
2234,중임,34,,
2235,진리,34,,
2236,차지,34,,
2237,초보,34,,
2238,출처,34,,
2239,케이스,34,,
2240,통제하,34,,
2241,퇴출,34,,
2242,플러스,34,,
2243,필리핀,34,,
2244,하트,34,,
2245,한지,34,,
2246,해진,34,,
2247,회수,34,,
2248,강연,33,,
2249,경매,33,,
2250,공학,33,,
2251,과장,33,,
2252,광부,33,,
2253,광산,33,,
2254,규정,33,,
2255,그날,33,,
2256,나발,33,,
2257,낙하,33,,
2258,남한,33,,
2259,노름,33,,
2260,단기간,33,,
2261,단지,33,,
2262,도쿄,33,,
2263,듣기,33,,
2264,라이브,33,,
2265,로그,33,,
2266,매장,33,,
2267,메타,33,,
2268,물고,33,,
2269,바이트,33,,
2270,부의,33,,
2271,분할,33,,
2272,사드,33,,
2273,삼성증권,33,,
2274,소통,33,,
2275,손님,33,,
2276,수위,33,,
2277,스스로,33,,
2278,스팸,33,,
2279,아이디어,33,,
2280,에게,33,,
2281,엔지니어,33,,
2282,영향력,33,,
2283,예상하,33,,
2284,왜곡,33,,
2285,윤리,33,,
2286,의지,33,,
2287,이로,33,,
2288,이모,33,,
2289,인출,33,,
2290,일간,33,,
2291,입출금,33,,
2292,재기,33,,
2293,조차,33,,
2294,차세대,33,,
2295,차액,33,,
2296,태극기,33,,
2297,투매,33,,
2298,폭락장,33,,
2299,폭로,33,,
2300,한몫,33,,
2301,할머니,33,,
2302,해프닝,33,,
2303,행방,33,,
2304,고공,32,,
2305,고정,32,,
2306,공간,32,,
2307,그곳,32,,
2308,그대,32,,
2309,금전,32,,
2310,내재,32,,
2311,넘버원,32,,
2312,다름,32,,
2313,대주주,32,,
2314,데일리,32,,
2315,동의,32,,
